name,code,side,title,rank_in_party,begin_date,end_date,memberId,congress
Committee on Veterans' Affairs,HSVR,null,null,6.0,2013-01-14,2015-01-03,K000368,113
Committee on Transportation and Infrastructure,HSPW,null,null,22.0,2013-01-03,2015-01-03,K000368,113
Committee on Homeland Security,HSHM,null,null,12.0,2009-01-28,2011-01-03,K000368,111
Committee on Veterans' Affairs,HSVR,null,null,17.0,2009-01-21,2011-01-03,K000368,111
Committee on Small Business,HSSM,null,null,6.0,2009-01-21,2011-01-03,K000368,111
Committee on Oversight and Reform,HSGO,majority,Member,6.0,,2023-01-03,K000391,117
Committee on Oversight and Reform,HSGO,majority,Member,7.0,2019-01-23,2021-01-03,K000391,116
Permanent Select Committee on Intelligence,HSIG,majority,Member,13.0,2019-01-16,2021-01-03,K000391,116
Committee on Education and Labor,HSED,minority,Member,15.0,,2019-01-03,K000391,115
Committee on Oversight and Reform,HSGO,minority,Member,13.0,,2019-01-03,K000391,115
Committee on Agriculture,HSAG,majority,Member,12.0,,2023-01-03,K000382,117
Committee on Energy and Commerce,HSIF,majority,Member,21.0,,2023-01-03,K000382,117
Committee on Energy and Commerce,HSIF,majority,Member,25.0,2019-01-15,2021-01-03,K000382,116
Committee on Agriculture,HSAG,minority,Member,9.0,,2019-01-03,K000382,115
Committee on Veterans' Affairs,HSVR,minority,Member,4.0,,2019-01-03,K000382,115
Committee on Agriculture,HSAG,null,null,10.0,,2017-01-03,K000382,114
Committee on Veterans' Affairs,HSVR,null,null,6.0,,2017-01-03,K000382,114
Committee on Small Business,HSSM,null,null,10.0,2013-01-23,2015-01-03,K000382,113
Committee on Veterans' Affairs,HSVR,null,null,9.0,2013-01-14,2015-01-03,K000382,113
Committee on Agriculture,HSAG,null,null,13.0,2013-01-03,2015-01-03,K000382,113
Committee on Financial Services,HSBA,minority,Member,17.0,,2023-01-03,K000392,117
Committee on Financial Services,HSBA,minority,Member,18.0,2019-01-23,2021-01-03,K000392,116
Committee on Financial Services,HSBA,majority,Member,32.0,,2019-01-03,K000392,115
Committee on Ways and Means,HSWM,minority,Member,11.0,,2023-01-03,L000585,117
Committee on Ways and Means,HSWM,minority,Member,13.0,,2021-01-03,L000585,116
Committee on Ways and Means,HSWM,majority,Member,23.0,2018-01-16,2019-01-03,L000585,115
Joint Economic Committee,JSEC,majority,Member,4.0,2017-01-03,2019-01-03,L000585,115
Committee on Natural Resources,HSII,majority,Member,19.0,,2019-01-03,L000585,115
"Committee on Science, Space, and Technology",HSSY,majority,Member,15.0,,2019-01-03,L000585,115
Committee on Natural Resources,HSII,null,null,26.0,,2017-01-03,L000585,114
"Committee on Science, Space, and Technology",HSSY,null,null,21.0,,2017-01-03,L000585,114
Committee on Agriculture,HSAG,minority,Member,6.0,,2023-01-03,L000578,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,15.0,,2023-01-03,L000578,117
Committee on Agriculture,HSAG,minority,Member,7.0,2019-01-23,2021-01-03,L000578,116
Committee on Transportation and Infrastructure,HSPW,minority,Member,17.0,2019-01-23,2021-01-03,L000578,116
Committee on Agriculture,HSAG,majority,Member,13.0,,2019-01-03,L000578,115
Committee on Natural Resources,HSII,majority,Member,12.0,,2019-01-03,L000578,115
Committee on Transportation and Infrastructure,HSPW,majority,Member,26.0,,2019-01-03,L000578,115
Committee on Agriculture,HSAG,null,null,16.0,,2017-01-03,L000578,114
Committee on Natural Resources,HSII,null,null,14.0,,2017-01-03,L000578,114
Committee on Natural Resources,HSII,null,null,25.0,2013-01-04,2015-01-03,L000578,113
Committee on Agriculture,HSAG,null,null,20.0,2013-01-04,2015-01-03,L000578,113
Committee on Veterans' Affairs,HSVR,majority,Member,3.0,,2023-01-03,L000588,117
"Committee on Science, Space, and Technology",HSSY,majority,Member,17.0,,2023-01-03,L000588,117
Committee on Transportation and Infrastructure,HSPW,majority,Member,29.0,,2023-01-03,L000588,117
Committee on Transportation and Infrastructure,HSPW,majority,Member,38.0,2019-11-19,2021-01-03,L000588,116
"Committee on Science, Space, and Technology",HSSY,majority,Member,22.0,2019-01-23,2021-01-03,L000588,116
Committee on Veterans' Affairs,HSVR,majority,Member,4.0,2019-01-17,2021-01-03,L000588,116
Committee on Natural Resources,HSII,minority,Member,4.0,,2023-01-03,L000564,117
Committee on Armed Services,HSAS,minority,Member,4.0,,2023-01-03,L000564,117
Committee on Natural Resources,HSII,minority,Member,4.0,2019-01-24,2021-01-03,L000564,116
Committee on Armed Services,HSAS,minority,Member,7.0,2019-01-23,2021-01-03,L000564,116
Committee on Armed Services,HSAS,majority,Member,10.0,,2019-01-03,L000564,115
Committee on Natural Resources,HSII,majority,Member,4.0,,2019-01-03,L000564,115
Committee on Armed Services,HSAS,null,null,14.0,,2017-01-03,L000564,114
Committee on Natural Resources,HSII,null,null,4.0,,2017-01-03,L000564,114
Committee on Veterans' Affairs,HSVR,null,null,2.0,,2017-01-03,L000564,114
Committee on Veterans' Affairs,HSVR,null,null,2.0,2013-01-04,2015-01-03,L000564,113
Committee on Natural Resources,HSII,null,null,5.0,2013-01-04,2015-01-03,L000564,113
Committee on Armed Services,HSAS,null,null,15.0,2013-01-04,2015-01-03,L000564,113
Committee on Natural Resources,HSII,null,null,6.0,2011-01-18,2013-01-03,L000564,112
Committee on Veterans' Affairs,HSVR,null,null,3.0,2011-01-18,2013-01-03,L000564,112
Committee on Armed Services,HSAS,null,null,16.0,2011-01-12,2013-01-03,L000564,112
Committee on Veterans' Affairs,HSVR,null,null,9.0,2009-01-22,2011-01-03,L000564,111
Committee on Armed Services,HSAS,null,null,17.0,2009-01-09,2011-01-03,L000564,111
Committee on Natural Resources,HSII,null,null,11.0,2009-01-09,2011-01-03,L000564,111
Committee on Armed Services,HSAS,null,null,26.0,2007-10-10,2009-01-03,L000564,110
Committee on Natural Resources,HSII,null,null,22.0,2007-01-10,2009-01-03,L000564,110
Committee on Veterans' Affairs,HSVR,null,null,12.0,2007-01-10,2009-01-03,L000564,110
Committee on Armed Services,HSAS,majority,Member,2.0,,2023-01-03,L000559,117
Committee on Homeland Security,HSHM,majority,Member,3.0,,2023-01-03,L000559,117
Committee on Homeland Security,HSHM,majority,Member,3.0,2019-01-23,2021-01-03,L000559,116
Committee on Armed Services,HSAS,majority,Member,3.0,2019-01-15,2021-01-03,L000559,116
Committee on Armed Services,HSAS,minority,Member,4.0,,2019-01-03,L000559,115
Committee on Homeland Security,HSHM,minority,Member,3.0,,2019-01-03,L000559,115
Committee on Armed Services,HSAS,null,null,5.0,,2017-01-03,L000559,114
Committee on Homeland Security,HSHM,null,null,4.0,,2017-01-03,L000559,114
Permanent Select Committee on Intelligence,HSIG,null,null,4.0,2013-02-13,2015-01-03,L000559,113
Committee on Armed Services,HSAS,null,null,6.0,2013-01-03,2015-01-03,L000559,113
Permanent Select Committee on Intelligence,HSIG,null,null,4.0,2011-01-26,2013-01-03,L000559,112
Committee on Armed Services,HSAS,null,null,8.0,2011-01-19,2013-01-03,L000559,112
Permanent Select Committee on Intelligence,HSIG,null,null,9.0,2009-02-04,2011-01-03,L000559,111
Committee on the Budget,HSBU,null,null,19.0,2009-01-21,2011-01-03,L000559,111
Committee on Armed Services,HSAS,null,null,14.0,2009-01-07,2011-01-03,L000559,111
Committee on Armed Services,HSAS,null,null,34.0,2007-09-20,2009-01-03,L000559,110
Permanent Select Committee on Intelligence,HSIG,null,null,11.0,2007-01-17,2009-01-03,L000559,110
Committee on Homeland Security,HSHM,null,null,13.0,2007-01-12,2009-01-03,L000559,110
Committee on Armed Services,HSAS,null,null,15.0,2007-01-10,2007-10-31,L000559,110
Committee on Armed Services,HSAS,majority,Member,3.0,,2023-01-03,L000560,117
Committee on Transportation and Infrastructure,HSPW,majority,Member,4.0,,2023-01-03,L000560,117
Committee on Armed Services,HSAS,majority,Member,4.0,2019-01-15,2021-01-03,L000560,116
Committee on Transportation and Infrastructure,HSPW,majority,Member,5.0,2017-01-17,2021-01-03,L000560,116
Committee on Armed Services,HSAS,minority,Member,5.0,,2019-01-03,L000560,115
Committee on Transportation and Infrastructure,HSPW,minority,Member,5.0,,2019-01-03,L000560,115
Committee on Armed Services,HSAS,null,null,6.0,,2017-01-03,L000560,114
Committee on Transportation and Infrastructure,HSPW,null,null,7.0,,2017-01-03,L000560,114
Committee on Transportation and Infrastructure,HSPW,null,null,8.0,2013-01-03,2015-01-03,L000560,113
Committee on Armed Services,HSAS,null,null,7.0,2013-01-03,2015-01-03,L000560,113
Committee on Armed Services,HSAS,null,null,9.0,2011-01-19,2013-01-03,L000560,112
Committee on Transportation and Infrastructure,HSPW,null,null,12.0,2011-01-19,2013-01-03,L000560,112
Committee on the Budget,HSBU,null,null,20.0,2009-01-21,2011-01-03,L000560,111
Committee on Transportation and Infrastructure,HSPW,null,null,15.0,2009-01-07,2011-01-03,L000560,111
Committee on Armed Services,HSAS,null,null,15.0,2009-01-07,2011-01-03,L000560,111
Committee on Small Business,HSSM,null,null,6.0,2007-01-23,2009-01-03,L000560,110
Committee on Armed Services,HSAS,null,null,15.0,2007-01-10,2009-01-03,L000560,110
Committee on Transportation and Infrastructure,HSPW,null,null,17.0,2007-01-10,2009-01-03,L000560,110
Committee on Ways and Means,HSWM,majority,Member,4.0,,2023-01-03,L000557,117
Committee on Ways and Means,HSWM,majority,Member,5.0,2019-01-15,2021-01-03,L000557,116
Committee on Ways and Means,HSWM,minority,Member,6.0,,2019-01-03,L000557,115
Committee on Ethics,HSSO,null,null,5.0,,2017-01-03,L000557,114
Committee on Ways and Means,HSWM,null,null,9.0,,2017-01-03,L000557,114
Committee on Ways and Means,HSWM,null,null,9.0,2013-01-03,2015-01-03,L000557,113
Committee on Ways and Means,HSWM,null,null,10.0,2011-01-11,2013-01-03,L000557,112
Committee on Ways and Means,HSWM,null,null,12.0,2009-01-07,2011-01-03,L000557,111
Committee on Energy (Ad Hoc),HHAH,null,null,4.0,2007-03-09,2009-01-03,L000557,110
Committee on Ways and Means,HSWM,null,null,14.0,2007-01-04,2009-01-03,L000557,110
Committee on Energy and Commerce,HSIF,minority,Member,5.0,,2023-01-03,L000566,117
Select Committee on the Modernization of Congress,HSMH,minority,Member,3.0,,2023-01-03,L000566,117
Committee on Energy and Commerce,HSIF,minority,Member,6.0,2019-01-23,2021-01-03,L000566,116
Committee on Energy and Commerce,HSIF,majority,Member,8.0,,2019-01-03,L000566,115
Committee on Energy and Commerce,HSIF,null,null,11.0,,2017-01-03,L000566,114
Committee on Energy and Commerce,HSIF,null,null,15.0,2013-01-04,2015-01-03,L000566,113
Committee on Energy and Commerce,HSIF,null,null,20.0,2011-01-12,2013-01-03,L000566,112
Committee on Energy and Commerce,HSIF,null,null,23.0,2010-03-25,2011-01-04,L000566,111
Committee on the Budget,HSBU,null,null,19.0,2009-03-24,2010-03-25,L000566,111
Committee on Agriculture,HSAG,null,null,14.0,2009-01-09,2010-03-25,L000566,111
Committee on Transportation and Infrastructure,HSPW,null,null,26.0,2009-01-09,2010-03-25,L000566,111
"Committee on Science, Space, and Technology",HSSY,null,null,21.0,2007-12-18,2007-12-18,L000566,110
Committee on Agriculture,HSAG,null,null,22.0,2007-12-18,2009-01-03,L000566,110
Committee on Oversight and Reform,HSGO,minority,Member,17.0,,2023-01-03,L000266,117
"Committee on Science, Space, and Technology",HSSY,minority,Member,15.0,,2023-01-03,L000266,117
Committee on Homeland Security,HSHM,minority,Member,12.0,,2023-01-03,L000266,117
Committee on Appropriations,HSAP,majority,Member,23.0,,2023-01-03,L000581,117
Committee on Oversight and Reform,HSGO,majority,Member,21.0,,2023-01-03,L000581,117
Committee on Oversight and Reform,HSGO,majority,Member,16.0,2019-01-23,2021-01-03,L000581,116
Committee on Appropriations,HSAP,majority,Member,26.0,2019-01-15,2021-01-03,L000581,116
Committee on Oversight and Reform,HSGO,minority,Member,9.0,,2019-01-03,L000581,115
Committee on Transportation and Infrastructure,HSPW,minority,Member,25.0,,2019-01-03,L000581,115
Committee on Oversight and Reform,HSGO,null,null,11.0,,2017-01-03,L000581,114
Committee on Small Business,HSSM,null,null,6.0,,2017-01-03,L000581,114
Committee on Agriculture,HSAG,majority,Member,19.0,,2023-01-03,L000586,117
Committee on Financial Services,HSBA,majority,Member,15.0,,2023-01-03,L000586,117
Committee on Financial Services,HSBA,majority,Member,18.0,2019-01-17,2021-01-03,L000586,116
Committee on Agriculture,HSAG,majority,Member,22.0,2019-01-17,2021-01-03,L000586,116
Committee on Agriculture,HSAG,minority,Member,16.0,,2019-01-03,L000586,115
Committee on Small Business,HSSM,minority,Member,4.0,,2019-01-03,L000586,115
Committee on Appropriations,HSAP,majority,Member,6.0,,2023-01-03,L000551,117
Committee on the Budget,HSBU,majority,Member,11.0,,2023-01-03,L000551,117
Committee on the Budget,HSBU,majority,Member,17.0,2019-01-24,2021-01-03,L000551,116
Committee on Appropriations,HSAP,majority,Member,9.0,2019-01-15,2021-01-03,L000551,116
Committee on Appropriations,HSAP,minority,Member,9.0,,2019-01-03,L000551,115
Committee on the Budget,HSBU,minority,Member,2.0,,2019-01-03,L000551,115
Committee on Appropriations,HSAP,null,null,11.0,,2017-01-03,L000551,114
Committee on the Budget,HSBU,null,null,8.0,,2017-01-03,L000551,114
Committee on Appropriations,HSAP,null,null,13.0,2013-01-03,2015-01-03,L000551,113
Committee on the Budget,HSBU,null,null,8.0,2013-01-03,2015-01-03,L000551,113
Committee on Appropriations,HSAP,null,null,18.0,2011-01-11,2013-01-03,L000551,112
Committee on Foreign Affairs,HSFA,null,null,19.0,2009-01-21,2011-01-03,L000551,111
Committee on Appropriations,HSAP,null,null,25.0,2009-01-07,2011-01-03,L000551,111
Committee on Appropriations,HSAP,null,null,27.0,2007-01-04,2009-01-03,L000551,110
Committee on Appropriations,HSAP,majority,Member,33.0,,2023-01-03,L000590,117
Committee on Veterans' Affairs,HSVR,majority,Member,9.0,2019-01-17,2021-01-03,L000590,116
Committee on Education and Labor,HSED,majority,Member,26.0,2019-01-15,2021-01-03,L000590,116
Committee on Energy and Commerce,HSIF,minority,Member,22.0,,2023-01-03,L000589,117
Committee on Rules,HSRU,minority,Member,3.0,,2023-01-03,L000589,117
Committee on the Judiciary,HSJU,minority,Member,13.0,2019-01-23,2021-01-03,L000589,116
Committee on Homeland Security,HSHM,minority,Member,7.0,2019-01-23,2021-01-03,L000589,116
Committee on Rules,HSRU,minority,Member,4.0,2019-01-04,2021-01-03,L000589,116
Committee on Homeland Security,HSHM,majority,Member,18.0,2018-05-16,2019-01-03,L000589,115
"Committee on Science, Space, and Technology",HSSY,majority,Member,21.0,2018-05-16,2019-01-03,L000589,115
Committee on Veterans' Affairs,HSVR,majority,Member,4.0,,2023-01-03,L000593,117
Committee on Natural Resources,HSII,majority,Member,9.0,,2023-01-03,L000593,117
Select Committee on the Climate Crisis,HSCN,majority,Member,6.0,,2023-01-03,L000593,117
Committee on Natural Resources,HSII,majority,Member,10.0,2019-01-24,2021-01-03,L000593,116
Committee on Veterans' Affairs,HSVR,majority,Member,5.0,2019-01-17,2021-01-03,L000593,116
Select Committee on the Climate Crisis,HSCN,majority,Member,7.0,,2021-01-03,L000593,116
Committee on Foreign Affairs,HSFA,majority,Member,17.0,,2023-01-03,L000592,117
Committee on Education and Labor,HSED,majority,Member,16.0,,2023-01-03,L000592,117
Committee on Foreign Affairs,HSFA,majority,Member,19.0,2019-01-17,2021-01-03,L000592,116
Committee on Education and Labor,HSED,majority,Member,22.0,2019-01-15,2021-01-03,L000592,116
Committee on Foreign Affairs,HSFA,majority,Member,12.0,,2023-01-03,L000582,117
Committee on the Judiciary,HSJU,majority,Member,11.0,,2023-01-03,L000582,117
Committee on Foreign Affairs,HSFA,majority,Member,14.0,2019-01-17,2021-01-03,L000582,116
Committee on the Judiciary,HSJU,majority,Member,12.0,2019-01-16,2021-01-03,L000582,116
Committee on Oversight and Reform,HSGO,minority,Member,null,2017-01-06,2017-01-13,L000582,115
Committee on Foreign Affairs,HSFA,minority,Member,21.0,,2019-01-03,L000582,115
Committee on the Judiciary,HSJU,minority,Member,13.0,,2019-01-03,L000582,115
Committee on the Budget,HSBU,null,null,12.0,,2017-01-03,L000582,114
Committee on Oversight and Reform,HSGO,null,null,12.0,,2017-01-03,L000582,114
Select Committee on the Modernization of Congress,HSMH,majority,Member,3.0,,2023-01-03,L000397,117
"Committee on Science, Space, and Technology",HSSY,majority,Member,2.0,,2023-01-03,L000397,117
Committee on Administration,HSHA,majority,Chair,1.0,,2023-01-03,L000397,117
Committee on the Judiciary,HSJU,majority,Member,2.0,,2023-01-03,L000397,117
"Committee on Science, Space, and Technology",HSSY,majority,Member,2.0,2019-01-23,2021-01-03,L000397,116
Committee on the Judiciary,HSJU,majority,Member,2.0,2019-01-16,2021-01-03,L000397,116
Committee on Administration,HSHA,majority,Chair,1.0,2019-01-09,2021-01-03,L000397,116
Select Committee on the Modernization of Congress,HSMH,majority,Member,4.0,,2021-01-03,L000397,116
Joint Committee on the Library,JSLC,minority,Member,5.0,2017-01-03,2019-01-03,L000397,115
Committee on Administration,HSHA,minority,Member,2.0,,2019-01-03,L000397,115
Committee on the Judiciary,HSJU,minority,Member,2.0,,2019-01-03,L000397,115
"Committee on Science, Space, and Technology",HSSY,minority,Member,2.0,,2019-01-03,L000397,115
Committee on Administration,HSHA,null,null,2.0,,2017-01-03,L000397,114
Joint Committee on the Library,JSLC,null,null,5.0,,2017-01-03,L000397,114
Committee on the Judiciary,HSJU,null,null,3.0,,2017-01-03,L000397,114
"Committee on Science, Space, and Technology",HSSY,null,null,2.0,,2017-01-03,L000397,114
Committee on Administration,HSHA,null,null,2.0,2013-02-05,2015-01-03,L000397,113
Committee on the Judiciary,HSJU,null,null,4.0,2013-01-03,2015-01-03,L000397,113
"Committee on Science, Space, and Technology",HSSY,null,null,2.0,2013-01-03,2015-01-03,L000397,113
Committee on Administration,HSHA,null,null,2.0,2011-01-25,2013-01-03,L000397,112
Committee on the Judiciary,HSJU,null,null,6.0,2011-01-19,2013-01-03,L000397,112
"Committee on Science, Space, and Technology",HSSY,null,null,4.0,2011-01-19,2013-01-03,L000397,112
Committee on Ethics,HSSO,null,null,1.0,2011-01-11,2011-01-26,L000397,112
Joint Committee on the Library,JSLC,null,null,2.0,2011-01-07,2013-01-03,L000397,112
